"nom";"adresse";"latitude";"longitude";"id";"image"
"1 Boulevard Ohmacht";"1 Boulevard Ohmacht";"48.593235928158016";"7.759222984313965";"2763";"92817"
"52 avenue Jean Jaurès";"52 avenue Jean Jaurès";"48.569550838068025";"7.762774229049683";"2764";"21878"
"25 place Henri Dunant";"25 place Henri Dunant";"48.57917668440369";"7.741488218307495";"2765";"92817"
"7 place Henri Dunant";"7 place Henri Dunant";"48.579659348206086";"7.7403295040130615";"2766";"70463"
"10 rue des Dentelles";"10 rue des Dentelles";"48.580935190991276";"7.743017077445984";"2767";"92817"
"14 Rue de Strasbourg";"14 Rue de Strasbourg";"48.614498334202686";"7.69530862569809";"2769";"92817"
"3 rue de l' Epine";"3 rue de l' Epine";"48.5802345";"7.7483228";"2770";"37792"
"9 rue de l' Epine";"9 rue de l' Epine";"48.58053239014121";"7.748032808303833";"2771";"67945"
"19 Rue de l' Altenberg";"19 Rue de l' Altenberg";"48.657336474367746";"7.609604001045227";"2772";"92817"
"18 Rue de Strasbourg";"18 Rue de Strasbourg";"48.61402664285019";"7.69566535949707";"2773";"92817"
"9 quai Finkwiller";"9 quai Finkwiller";"48.57874015361352";"7.744277715682983";"2775";"98827"
"2 quai Saint Thomas";"2 quai Saint Thomas";"48.5789231";"7.7465994";"2776";"111807"
"3 quai Saint Thomas";"3 quai Saint Thomas";"48.5788997";"7.7471092";"2777";"92817"
"113 Route du Rhin Napoléon";"113 Route du Rhin Napoléon";"48.545132";"7.7899214";"2778";"92817"
"1 rue de Balbronn";"1 rue de Balbronn";"48.563217792345256";"7.708293199539185";"2779";"92817"
"50 rue du Rhin Tortu";"50 rue du Rhin Tortu";"48.5502397";"7.7577536";"2780";"92817"
"52 rue du Rhin Tortu";"52 rue du Rhin Tortu";"48.5503755";"7.7575309";"2781";"92817"
"54 rue du Rhin Tortu";"54 rue du Rhin Tortu";"48.5501667";"7.757992";"2782";"92817"
"23 rue des Tonneliers";"23 rue des Tonneliers";"48.5804731";"7.7488927";"2783";"92817"
"7 place Gutenberg";"7 place Gutenberg";"48.581114409720946";"7.748901844024658";"2785";"56206"
"5 rue de Haguenau";"5 rue de Haguenau";"48.59091191616633";"7.74399071931839";"2786";"92817"
"2 rue de la Chaine";"2 rue de la Chaîne";"48.579588368524185";"7.746884822845459";"2787";"92817"
"17 rue des Serruriers";"17 rue des Serruriers";"48.580386884199164";"7.746560275554657";"2788";"92817"
"6 quai Saint-Nicolas";"6 quai Saint Nicolas";"48.57825748103438";"7.747550010681152";"2789";"99641"
"7 quai Saint-Nicolas";"7 quai Saint Nicolas";"48.57828409912757";"7.7477458119392395";"2790";"99618"
"8 quai Saint-Nicolas";"8 quai Saint Nicolas";"48.57833201165997";"7.747989892959595";"2791";"92817"
"6 cour Saint Nicolas";"6 cour Saint Nicolas";"48.57812971399199";"7.748351991176605";"2792";"92817"
"12 rue du Dragon";"12 rue du Dragon";"48.5781466";"7.7459345";"2793";"92817"
"2 rue de l' Ecarlate";"2 Impasse de l' Ecarlate";"48.577951";"7.7465504";"2794";"92817"
"1 rue de l' Ecarlate";"1 Impasse de l' Ecarlate";"48.577922979135295";"7.7466729283332825";"2795";"33730"
"41 rue Bautain";"41 rue Bautain";"48.58867295772157";"7.782091498374939";"2797";"92817"
"20 avenue de la paix";"20 avenue de la Paix";"48.59146";"7.7569274";"2798";"92817"
"26 Rue de Strasbourg";"26 Rue de Strasbourg";"48.61363297225746";"7.6966094970703125";"2799";"92817"
"69 Rue du Sonnenberg";"69 Rue du Sonnenberg";"48.669099603818786";"7.599996328353882";"2800";"92817"
"1 route d' oberhausbergen";"1 route d' Oberhausbergen";"48.59126318590476";"7.721951007843018";"2801";"92817"
"71 Rue du Sonnenberg";"71 Rue du Sonnenberg";"48.66928382376856";"7.599851489067078";"2802";"92817"
"10 rue de Bâle";"10 rue de Bâle";"48.56864210894253";"7.763535976409912";"2803";"21624"
"31 rue Bautain";"31 rue Bautain";"48.58753747337173";"7.780793309211731";"2804";"92817"
"5 quai au Sable";"5 quai au Sable";"48.58122087599218";"7.753579616546631";"2806";"90581"
"4 impasse de la Bière";"4 impasse de la Bière";"48.5829145";"7.7525482";"2807";"92817"
"2 rue des pontonniers";"2 rue des Pontonniers";"48.58410957522738";"7.756766080856323";"2808";"90195"
"4 rue des pontonniers";"4 rue des Pontonniers";"48.58418764588836";"7.756969928741455";"2809";"90195"
"6 rue des pontonniers";"6 rue des Pontonniers";"48.58423732715528";"7.757130861282349";"2810";"90195"
"8 rue des pontonniers";"8 rue des Pontonniers";"48.5840807";"7.7564903999999615";"2811";"90195"
"10 rue des pontonniers";"10 rue des Pontonniers";"48.58438087598508";"7.7573198656066324";"2812";"90195"
"14 rue des pontonniers";"14 rue des Pontonniers";"48.5844061";"7.757290399999988";"2813";"90195"
"16 rue des pontonniers";"16 rue des Pontonniers";"48.5845448";"7.7574826";"2814";NULL
"18 rue des pontonniers";"18 rue des Pontonniers";"48.584328";"7.757681";"2815";NULL
"20 rue des pontonniers";"20 rue des Pontonniers";"48.5840698";"7.7564953";"2816";NULL
"6 impasse de la Bière";"6 impasse de la Bière";"48.583033";"7.752521";"2817";"92817"
"29 rue des Serruriers";"29 rue des Serruriers";"48.58099374767583";"7.747507095336914";"2818";"64754"
"35 Avenue François Mitterrand";"35 Avenue François Mitterrand";"48.5854541";"7.6950024";"2819";"16505"
"37 Avenue François Mitterrand";"37 Avenue François Mitterrand";"48.5854541";"7.6950024";"2820";"16505"
"39 Avenue François Mitterrand";"39 Avenue François Mitterrand";"48.5854541";"7.6950024";"2821";"16505"
"2 rue Hoepffner";"2 rue Hoepffner";"48.5485197";"7.7568052";"2822";"92817"
"31 rue des Serruriers";"31 rue des Serruriers";"48.58117828951061";"7.747689485549927";"2823";"74459"
"6 rue des Frères";"6 rue des Frères";"48.58283598688591";"7.752812504768372";"2824";"47681"
"20 rue des Serruriers";"20 rue des Serruriers";"48.5809002";"7.7475566";"2825";"92817"
"94 route du polygone";"94 Route du Polygone";"48.565663776760545";"7.759067416191101";"2827";"56740"
"21 Avenue François Mitterrand";"21 Avenue François Mitterrand";"48.5854541";"7.6950024";"2828";"92817"
"28 rue de la Fonderie";"28 rue de la Fonderie";"48.58536578849411";"7.750285863876343";"2830";"105417"
"3 place des Etudiants";"3 place des Etudiants";"48.5841737";"7.7474284";"2831";"92817"
"5 place des Etudiants";"5 place des Etudiants";"48.5840625";"7.7476112";"2832";"92817"
"7 place des Etudiants";"7 place des Etudiants";"48.5841326";"7.7478206";"2833";"92817"
"9 place des Etudiants";"9 place des Etudiants";"48.5840469";"7.7482226";"2834";"92817"
"41 rue du Neufeld";"41 bis rue du Neufeld";"48.5670051";"7.7562008";"2835";"92817"
"2 quai Desaix";"2 bis quai Desaix de Veygoux";"48.58292430583368";"7.739074230194092";"2839";"92817"
"9 Rue Christophe-Thomas Walliser";"9 Rue Christophe-Thomas Walliser";"48.58791715379052";"7.692473530769348";"2841";"92817"
"11 Rue Christophe-Thomas Walliser";"11 Rue Christophe-Thomas Walliser";"48.588271992724586";"7.69267737865448";"2842";"92817"
"13 Rue Christophe-Thomas Walliser";"13 Rue Christophe-Thomas Walliser";"48.588044896093805";"7.692055106163025";"2843";"92817"
"15 Rue Christophe-Thomas Walliser";"15 Rue Christophe-Thomas Walliser";"48.58831989578979";"7.692229449748993";"2844";"92817"
"269 avenue de colmar";"269 ter Avenue de Colmar";"48.5527028";"7.7441389";"2845";NULL
"2 rue de Wasselonne";"2 rue de Wasselonne";"48.579368330876896";"7.7342140674591064";"2846";"87002"
"2 rue des Balayeurs";"2 rue des Balayeurs";"48.5798795";"7.7612736";"2847";"92817"
"6 rue des Balayeurs";"6 rue des Balayeurs";"48.58019879053142";"7.761486768722534";"2848";"59640"
"3 rue des Balayeurs";"3 rue des Balayeurs";"48.58004796019787";"7.761132717132568";"2849";"92817"
"23 rue de Lucerne";"23 rue de Lucerne";"48.5777765784035";"7.758115231990814";"2850";"92817"
"141 rue du Rhin Tortu";"141 rue du Rhin Tortu";"48.5444373";"7.7585296";"2851";"92817"
"145 rue du Rhin Tortu";"145 rue du Rhin Tortu";"48.5449363";"7.7585118";"2852";"92817"
"20 Avenue François Mitterrand";"20 Avenue François Mitterrand";"48.585000283335035";"7.693911194801331";"2853";"18363"
"12 Rue Otto Back";"12 Rue Otto Back";"48.585248685187246";"7.693728804588318";"2854";"92817"
"98 rue de Bâle";"98 rue de Bâle";"48.5669503";"7.7655442";"2857";NULL
"35 route du Rhin";"35 Avenue du Rhin";"48.571595418893075";"7.77308464050293";"2858";"104190"
"31 route du Rhin";"31 Avenue du Rhin";"48.572603480398044";"7.767215967178345";"2859";"91924"
"94 route du Rhin";"94 Avenue du Rhin";"48.5712052";"7.7725019";"2861";"92817"
"96 route du Rhin";"96 Avenue du Rhin";"48.5712052";"7.7725019";"2862";"14219"
"100 route du Rhin";"100 Avenue du Rhin";"48.5712052";"7.7725019";"2863";"92817"
"102 route du Rhin";"102 Avenue du Rhin";"48.5711501";"7.7732024";"2864";"92817"
"73 Rue du Sonnenberg";"73 Rue du Sonnenberg";"48.669466271708856";"7.599757611751556";"2866";"92817"
"16 chemin Fried";"16 chemin Fried";"48.5706177";"7.7721097";"2867";"92817"
"18 chemin Fried";"18 chemin Fried";"48.5706683";"7.7712944";"2868";"92817"
"23 chemin Fried";"23 chemin Fried";"48.5705236";"7.7711039";"2869";"14219"
"7 rue de Soultz";"7 rue de Soultz";"48.5679192";"7.7779974";"2870";"27865"
"2 place du Marché aux poissons";"2 Place du Marché aux Poissons";"48.58048447969435";"7.751769125461578";"2872";"92817"
"11 rue des Cordiers";"11 rue des Cordiers";"48.4686055";"7.7263615";"2873";"92817"
"8 place Gutenberg";"8 place Gutenberg";"48.58106472538431";"7.748681902885437";"2874";"92817"
"9 place Gutenberg";"9 place Gutenberg";"48.581009717668905";"7.748550474643707";"2875";"102688"
"1 place Gutenberg";"1 place Gutenberg";"48.5815512";"7.74852420000002";"2876";"95653"
"3 place Gutenberg";"3 place Gutenberg";"48.58145520000001";"7.74878949999993";"2877";"95653"
"5 place Gutenberg";"5 place Gutenberg";"48.58129895111521";"7.748955488204956";"2878";"92817"
"15 rue des Francs Bourgeois";"15 rue des Francs Bourgeois";"48.58215776950924";"7.74635910987854";"2880";"84580"
"17 rue des Francs Bourgeois";"17 rue des Francs Bourgeois";"48.581841924771524";"7.7463966608047485";"2881";"70522"
"11 rue Joseph Guerber";"11 rue Joseph Guerber";"48.565035429210525";"7.757474184036255";"2882";"92817"
"24 route du Rhin";"24 Avenue du Rhin";"48.572395835569615";"7.7608805894851685";"2883";"92817"
"22 route du Rhin";"22 Avenue du Rhin";"48.572241432452095";"7.760644555091858";"2884";"92817"
"10 Rue Otto Back";"10 Rue Otto Back";"48.58537465994569";"7.693334519863129";"2885";"17756"
"3 Rue d' Athènes";"3 Rue d' Athènes";"48.6763218";"7.8122458";"2886";"92817"
"22 avenue de la Forêt noire";"22 avenue de la Forêt Noire";"48.58535869133172";"7.76584267616272";"2887";"92817"
"9 Rue Henry Loux";"9 Rue Henry Loux";"48.5865031";"7.6920594";"2888";"17955"
"11 Rue Henry Loux";"11 Rue Henry Loux";"48.5865031";"7.6920594";"2889";"17955"
"13 Rue Henry Loux";"13 Rue Henry Loux";"48.5865031";"7.6920594";"2890";"17955"
"15 Rue Henry Loux";"15 Rue Henry Loux";"48.5865031";"7.6920594";"2891";"17955"
"17 Rue Henry Loux";"17 Rue Henry Loux";"48.5865031";"7.6920594";"2892";"17955"
"19 Rue Henry Loux";"19 Rue Henry Loux";"48.5867516";"7.6923324";"2893";"17955"
"21 Rue Henry Loux";"21 Rue Henry Loux";"48.5870001";"7.6926053";"2894";"17955"
"23 Rue Henry Loux";"23 Rue Henry Loux";"48.588644570923776";"7.685451507568359";"2895";"17955"
"20 rue du Ban de la Roche";"20 rue du Ban de la Roche";"48.57583340125923";"7.729085683822632";"2896";"81570"
"36 rue du Bain aux plantes";"36 Rue du Bain-aux-Plantes";"48.58148881511572";"7.741297781467438";"2897";"92817"
"32 rue du Bain aux plantes";"32 Rue du Bain-aux-Plantes";"48.5815451";"7.741123";"2898";"92817"
"8 rue d' Austerlitz";"8 rue d' Austerlitz";"48.57877209501867";"7.751798629760742";"2900";"64488"
"45 route du Rhin";"45 Avenue du Rhin";"48.57034596265696";"7.779543399810791";"2901";"92817"
"75 Rue du Sonnenberg";"75 Rue du Sonnenberg";"48.66969831619311";"7.599620819091797";"2902";"13669"
"1 Rue Georges Laufenberger";"1 Rue Georges Laufenberger";"48.5293428";"7.7110788";"2904";"92817"
"3 Rue Georges Laufenberger";"3 Rue Georges Laufenberger";"48.5293428";"7.7110788";"2905";"92817"
"5 Rue Georges Laufenberger";"5 Rue Georges Laufenberger";"48.5293428";"7.7110788";"2906";"92817"
"6 Rue Georges Laufenberger";"6 Rue Georges Laufenberger";"48.5293428";"7.7110788";"2907";"92817"
"8 Rue Georges Laufenberger";"8 Rue Georges Laufenberger";"48.5293428";"7.7110788";"2908";"92817"
"2 Rue Georges Laufenberger";"2 Rue Georges Laufenberger";"48.52603421181871";"7.7070701122283936";"2909";"92817"
"4 Rue Georges Laufenberger";"4 Rue Georges Laufenberger";"48.52636106330288";"7.707182765007019";"2910";"92817"
"156 route de Lyon";"156 route de Lyon";"48.524457";"7.7080326";"2911";"92817"
"27 quai des Bateliers";"27 quai des Bateliers";"48.5808253";"7.7540906";"2912";"53986"
"2 rue de Geispolsheim";"2 rue de Geispolsheim";"48.5705911";"7.7566662";"2913";"92817"
"8 rue des Carmes";"8 rue des Carmes";"48.5701684";"7.7584744";"2914";"92817"
"21 rue des Carmes";"21 rue des Carmes";"48.56989693178067";"7.758960127830505";"2915";"92817"
"269 avenue de colmar";"269 Avenue de Colmar";"48.5527028";"7.7441389";"2916";NULL
"273 avenue de colmar";"273 Avenue de Colmar";"48.5527263";"7.744155";"2917";NULL
"5 rue du Travail";"5 rue du Travail";"48.58902367749424";"7.741922736167908";"2920";"70068"
"1 rue Saint Pierre le Jeune";"1 rue Saint Pierre le Jeune";"48.5853627";"7.7461342";"2921";"92817"
"1 rue Saint Pierre le Jeune";"1 a rue Saint Pierre le Jeune";"48.5853627";"7.7461342";"2922";"92817"
"11 rue Maréchal Joffre";"11 rue Maréchal Joffre";"48.587207468447566";"7.757407128810883";"2923";"15454"
"29 boulevard de la Victoire";"29 boulevard de la Victoire";"48.58281074563028";"7.764683961868286";"2924";"92817"
"69 rue des Grandes arcades";"69 Rue des Grandes Arcades";"48.582166641523926";"7.74786114692688";"2926";"56320"
"71 rue des Grandes arcades";"71 Rue des Grandes Arcades";"48.5821259";"7.7478812";"2927";"56331"
"73 rue des Grandes arcades";"73 Rue des Grandes Arcades";"48.5819794";"7.7479245";"2928";"92817"
"13 rue des Tonneliers";"13 rue des Tonneliers";"48.5802102";"7.7490474";"2929";"92817"
"96  Grand rue";"96  Grand Rue";"48.58163254346427";"7.7433013916015625";"2930";"92817"
"98  Grand rue";"98  Grand Rue";"48.58162544577763";"7.743462324142456";"2931";"92817"
"1 rue du Vieux Marche Aux Poissons";"1 Rue du Vieux Marché Aux Poissons";"48.57983679697481";"7.7498459815979";"2932";"74308"
"89 rue des Grandes arcades";"89 Rue des Grandes Arcades";"48.58173900864412";"7.748381495475769";"2933";"75336"
"2 rue des Renards";"2 rue des Renards";"48.5923364949751";"7.718627750873566";"2935";"92817"
"48 route d' oberhausbergen";"48 route d' Oberhausbergen";"48.5923116583287";"7.71864652633667";"2936";"92817"
"52 route d' oberhausbergen";"52 route d' Oberhausbergen";"48.5923437";"7.7180594";"2937";"95373"
"50 route d' oberhausbergen";"50 route d' Oberhausbergen";"48.592547605976755";"7.718335390090942";"2938";"13934"
"1 place des Tripiers";"1 place des Tripiers";"48.580511096614884";"7.7490949630737305";"2940";"92817"
"7 rue de la Haute Montée";"7 rue de la Haute Montée";"48.58447863547142";"7.7448248863220215";"2942";"52003"
"9 rue de la Haute Montée";"9 rue de la Haute Montée";"48.58447153818446";"7.744901329278946";"2943";"74698"
"11 rue de la Haute Montée";"11 rue de la Haute Montée";"48.58446798954059";"7.7449831366539";"2944";"56892"
"3 rue du Noyer";"3 rue du Noyer";"48.58532557967619";"7.744014859199524";"2945";"99298"
"10 rue Marbach";"10 rue Marbach";"48.58503222078444";"7.744910717010498";"2946";"92817"
"20 rue Thomann";"20 rue Thomann";"48.5846694";"7.7446081";"2947";"57530"
"22 rue Thomann";"22 rue Thomann";"48.5847459";"7.7452803";"2948";"92817"
"68 avenue de colmar";"68 Avenue de Colmar";"48.56958633496808";"7.753794193267822";"2949";"92817"
"70 avenue de colmar";"70 Avenue de Colmar";"48.569497592671226";"7.753753960132599";"2950";"92817"
"72 avenue de colmar";"72 Avenue de Colmar";"48.56952776506962";"7.753751277923584";"2951";"92817"
"44 rue du Vieux marché aux vins";"44 Rue du Vieux Marché aux Vins";"48.5842131";"7.7433861";"2952";"80497"
"2 rue de Saales";"2 Rue de Saales";"48.57668521413336";"7.736080884933472";"2953";"92817"
"10 rue Gustave Adolphe Hirn";"10 rue Gustave Adolphe Hirn";"48.5766817";"7.7361098";"2954";"92817"
"11 boulevard de la Victoire";"11 boulevard de la Victoire";"48.5837524";"7.7605963";"2955";"92817"
"41 boulevard de la Victoire";"41 boulevard de la Victoire";"48.582264233582784";"7.766529321670532";"2956";"90528"
"38 boulevard d' Anvers";"38 boulevard d' Anvers";"48.5846771";"7.7735447";"2957";"92817"
"6 quai Kleber";"6 Quai Kléber";"48.58603291730865";"7.743558883666992";"2958";"92817"
"48 route de Hôpital";"48 route de l' Hôpital";"48.57020397704019";"7.750822305679321";"2959";"78788"
"5 rue de la Scierie";"5 rue de la Scierie";"48.57027496989839";"7.750189304351807";"2960";"78788"
"7 rue de la Scierie";"7 rue de la Scierie";"48.57014718268185";"7.750425338745117";"2961";"78788"
"22 rue du ballon";"22 rue du Ballon";"48.5715888";"7.7637151";"2962";"92817"
"269 avenue de colmar";"269 a Avenue de Colmar";"48.5527028";"7.7441389";"2963";NULL
"5 rue du Noyer";"5 rue du Noyer";"48.584728";"7.7440888";"2964";"91857"
"7 rue du Noyer";"7 rue du Noyer";"48.5849045";"7.743977";"2965";"91857"
"10 rue Vauban";"10 rue Vauban";"48.580184594754506";"7.771775722503662";"2967";"92817"
"14 rue des Planches";"14 rue des Planches";"48.58113570299313";"7.760896682739258";"2968";"92817"
"2 rue de Lausanne";"2 rue de Lausanne";"48.57730986778603";"7.758128643035889";"2969";"92817"
"25 avenue de la Forêt noire";"25 avenue de la Forêt Noire";"48.58540837144753";"7.767012119293213";"2971";"92817"
"65 avenue de la Forêt noire";"65 avenue de la Forêt Noire";"48.581877413042704";"7.77556300163269";"2972";"92817"
"6 rue de Wallonie";"6 rue de Wallonie";"48.582848";"7.7760002";"2973";"92817"
"35 quai Mullenheim";"35 quai Mullenheim";"48.5922655";"7.7661114";"2974";"92817"
"56 boulevard d' Anvers";"56 boulevard d' Anvers";"48.5832294976161";"7.775938510894775";"2975";"92817"
"70 boulevard d' Anvers";"70 boulevard d' Anvers";"48.58210808619814";"7.777891159057617";"2976";"92817"
"2 rue Fischart";"2 rue Fischart";"48.5849928";"7.7650368";"2978";"92817"
"12 rue Goethe";"12 rue Goethe";"48.584528316452314";"7.76532769203186";"2979";"92817"
"10 place de Bordeaux";"10 place de Bordeaux";"48.593313984720595";"7.759110331535339";"2980";"92817"
"19 rue d' Urmatt";"19 rue d' Urmatt";"48.5750668";"7.7319358";"2981";"69288"
"11 boulevard de Lyon";"11 boulevard de Lyon";"48.5757008";"7.7326549";"2982";"69288"
"24 rue de Saales";"24 Rue de Saales";"48.5749048";"7.7326284";"2983";"69288"
"6 Boulevard de la Marne";"6 Boulevard de la Marne";"48.5843059";"7.7738712";"2984";"92817"
"105 avenue de colmar";"105 Avenue de Colmar";"48.5662336";"7.7521131";"2985";"92817"
"107 avenue de colmar";"107 Avenue de Colmar";"48.5660913";"7.75214";"2986";"92817"
"109 avenue de colmar";"109 Avenue de Colmar";"48.565949";"7.7521669";"2987";"92817"
"29 et 31 Boulevard Tauler";"29 Boulevard Tauler";"48.58871908623397";"7.769664824008942";"2988";"92817"
"33 Boulevard Tauler";"33 Boulevard Tauler";"48.588678280244395";"7.7698177099227905";"2989";"92817"
"22 Boulevard Tauler";"22 Boulevard Tauler";"48.5884545";"7.7697511";"2990";NULL
"6 boulevard d' Anvers";"6 boulevard d' Anvers";"48.5872716";"7.7701356";"2991";NULL
"23 boulevard d' Anvers";"23 boulevard d' Anvers";"48.5860089";"7.7716394";"2992";"92817"
"26 boulevard d' Anvers";"26 boulevard d' Anvers";"48.5859291";"7.7714234";"2993";"50228"
"27 boulevard d' Anvers";"27 boulevard d' Anvers";"48.5856846";"7.7721285";"2994";"67603"
"33 boulevard d' Anvers";"33 boulevard d' Anvers";"48.5852534";"7.773027200000001";"2995";"92817"
"8 Boulevard Ohmacht";"8 Boulevard Ohmacht";"48.59273210562563";"7.75958776473999";"2996";"92817"
"7 Boulevard Ohmacht";"7 Boulevard Ohmacht";"48.5930514303489";"7.759673595428467";"2997";"92817"
"27 avenue de la Forêt Noire";"27 avenue de la Forêt Noire";"48.58526642812998";"7.767376899719238";"2998";"92817"
"37 avenue de la Forêt Noire";"37 avenue de la Forêt Noire";"48.58511738721748";"7.768063545227051";"2999";"92817"
"19 avenue de la Forêt Noire";"19 avenue de la Forêt Noire";"48.585599994293844";"7.766454219818115";"3000";"92817"
"6 Quai de Paris";"6 Quai de Paris";"48.5847793";"7.7426822";"3001";"106569"
"45 quai des Bateliers";"45 quai des Bateliers";"48.58223939198568";"7.756798267364502";"3002";"92817"
"1 rue Sainte Madeleine";"1 Rue Sainte-Madeleine";"48.58014200739986";"7.755500078201294";"3003";NULL
"4 boulevard de la Victoire";"4 boulevard de la Victoire";"48.5839257";"7.7592519";"3004";"92817"
"58 rue de Zurich";"58 rue de Zurich";"48.5789688";"7.75871";"3005";"92817"
"52 rue de Zurich";"52 rue de Zurich";"48.5791991";"7.7584693";"3006";"92817"
"2 place des Tripiers";"2 place des Tripiers";"48.58029106298418";"7.749384641647339";"3007";"92817"
"3 rue Simonis";"3 a rue Simonis";"48.56550939939605";"7.758668127647411";"3008";"92817"
"7 rue de turenne";"7 Rue  Turenne";"48.58886811652474";"7.7568358182907104";"3009";"92817"
"7 rue Auguste Lamey";"7 rue Auguste Lamey";"48.58890714819493";"7.756143808364868";"3010";"92817"
"9 rue Auguste Lamey";"9 rue Auguste Lamey";"48.58897456646335";"7.756119668483734";"3011";"92817"
"21 rue du ballon";"21 rue du Ballon";"48.5717019052127";"7.76409387588501";"3012";"109495"
"27 rue de Wasselonne";"27 rue de Wasselonne";"48.5793401";"7.7321561";"3013";"52843"
"29 rue de Wasselonne";"29 rue de Wasselonne";"48.57933284084407";"7.731950283050537";"3014";"92817"
"29 rue de Wasselonne";"29 a rue de Wasselonne";"48.57934703686018";"7.731767892837524";"3015";"92817"
"1 rue du bouclier";"1 rue du Bouclier";"48.58064418100731";"7.743698358535767";"3016";"92763"
"6 rue du Coq";"6 rue du Coq";"48.58194484068934";"7.740726470947266";"3017";"61932"
"9 avenue des vosges";"9 avenue des Vosges";"48.58765811979532";"7.757688760757446";"3018";"82763"
"8 Rue du Bruckhof";"8 Rue de Bucarest";"48.56973897135439";"7.776174545288086";"3020";"92817"
"43 route du Rhin";"43 Avenue du Rhin";"48.57023237419545";"7.777622938156128";"3022";"101907"
"4 rue du Coq";"4 rue du Coq";"48.5818576";"7.7406366";"3024";"92817"
"19 rue de la première armée";"19 Rue de la Première Armée";"48.5778304";"7.750961";"3025";"92817"
"21 rue de la première armée";"21 Rue de la Première Armée";"48.5777319";"7.7511219";"3026";"92817"
"23 rue de la première armée";"23 Rue de la Première Armée";"48.5776292";"7.7512759";"3027";"92817"
"25 rue de la première armée";"25 Rue de la Première Armée";"48.5775237";"7.7514261";"3028";"92817"
"22 Rue du Rieth";"22 Rue du Rieth";"48.6014598";"7.7180674";"3029";NULL
"1 Petite rue de la Fonderie";"1 Petite rue de la Fonderie";"48.58596904365446";"7.749009132385254";"3030";"92817"
"6 Petite rue de la Fonderie";"6 Petite rue de la Fonderie";"48.586217440745145";"7.74910569190979";"3031";"92817"
"44 Rue du Rieth";"44 Rue du Rieth";"48.60062238310488";"7.716554403305054";"3033";"24958"
"36 avenue des vosges";"36 avenue des Vosges";"48.58944649182373";"7.75259256362915";"3036";"92817"
"4 rue du Poumon";"4 rue du Poumon";"48.5808747";"7.7493193";"3037";"92817"
"11 rue Calvin";"11 rue Calvin";"48.58177627140412";"7.758616805076599";"3039";"92817"
"89 avenue de colmar";"89 Avenue de Colmar";"48.5675534";"7.7518629";"3040";"92817"
"4 Rue de Gunsbach";"4 Rue de Gunsbach";"48.5150983";"7.7214728";"3041";"92817"
"2 Rue de la Monnaie";"2 Rue de la Monnaie";"48.58006393048979";"7.743955850601196";"3042";"56067"
"49 rue du Maréchal Foch";"49 rue du Maréchal Foch";"48.588394411578754";"7.753110229969025";"3043";"92817"
"7 rue Moll";"7 rue Moll";"48.58592646117346";"7.73712158203125";"3045";"90997"
"8 quai Zorn";"8 quai Zorn";"48.58862150663882";"7.759488523006439";"3046";"92817"
"47 rue du Maréchal Foch";"47 rue du Maréchal Foch";"48.58844941125728";"7.752909064292908";"3047";"92817"
"43 rue du Maréchal Foch";"43 rue du Maréchal Foch";"48.588637474221834";"7.752479910850525";"3048";"92817"
"6 avenue des vosges";"6 avenue des Vosges";"48.587956186195235";"7.757860422134399";"3049";"92817"
"7 quai des Alpes";"7 quai des Alpes";"48.575364898060776";"7.760488986968994";"3050";"92817"
"10 rue du Grand Couronné";"10 rue du Grand Couronné";"48.57091390113712";"7.7519166469573975";"3051";"14511"
"87 avenue de colmar";"87 Avenue de Colmar";"48.5679747505912";"7.7519917488098144";"3052";"14517"
"39 avenue de la Forêt Noire";"39 avenue de la Forêt Noire";"48.585047302350745";"7.768346518278122";"3053";"92817"
"2 rue du Poumon";"2 rue du Poumon";"48.5806774";"7.7489043";"3055";"38956"
"10 rue Sedillot";"10 rue Sedillot";"48.57677749299975";"7.752431631088257";"3057";"60774"
"3 rue de turenne";"3 Rue  Turenne";"48.5881974767551";"7.757967710494995";"3058";"92817"
"74 rue du Lazaret";"74 rue du Lazaret";"48.56402011667099";"7.7527642250061035";"3059";"92817"
"1 rue Louis Apfell";"1 rue Louis Apffel";"48.5883677988096";"7.753300666809082";"3060";"92817"
"34 quai des Bateliers";"34 quai des Bateliers";"48.5812206";"7.7548829";"3061";"15825"
"1 rue des Canonniers";"1 rue des Canonniers";"48.55410022196945";"7.765467166900635";"3063";"92817"
"10 rue du Grand Couronné";"10 a rue du Grand Couronné";"48.57086420677474";"7.752163410186768";"3064";"15492"
"16 rue Prechter";"16 rue Prechter";"48.5829743";"7.7594826";"3066";"92817"
"9 rue Prechter";"9 rue Prechter";"48.58310884062005";"7.759501934051514";"3067";"58670"
"10 rue Prechter";"10 rue Prechter";"48.5829225";"7.758741";"3068";"51821"
"58 rue de la Krutenau";"58 rue de la Krutenau";"48.5797191";"7.7580399";"3069";"92817"
"57 rue de la Krutenau";"57 rue de la Krutenau";"48.5797175";"7.7580859";"3070";"92817"
"57 rue de Zurich";"57 rue de Zurich";"48.5792618607037";"7.758804559707642";"3071";"92817"
"67/69 rue de Zurich";"67 rue de Zurich";"48.5796834";"7.7580941";"3072";"92817"
"58 rue de Saint Dié";"58 a rue de Saint Dié";"48.5685718";"7.7490019";"3074";"53828"
"68 rue Saint Aloise";"68 rue Saint Aloïse";"48.56774756276007";"7.768406867980957";"3075";"79823"
