id;lat;lng;type;title;url;mobileurl;distance
7317617;48.5819;7.74669;landmark;Maison au 5 rue du Vieux-Seigle à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317617;http://fr.m.wikipedia.org/w/index.php?curid=7317617;159m
6491132;48.5819;7.74669;landmark;Maison (5 rue du Vieux Seigle - Strasbourg);http://fr.wikipedia.org/w/index.php?curid=6491132;http://fr.m.wikipedia.org/w/index.php?curid=6491132;159m
7363938;48.5819;7.74669;landmark;Maison (5 rue du Vieux Seigle - Strasbourg);http://fr.wikipedia.org/w/index.php?curid=7363938;http://fr.m.wikipedia.org/w/index.php?curid=7363938;159m
7317519;48.5813;7.74981;landmark;Maison au 10 rue Mercière à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317519;http://fr.m.wikipedia.org/w/index.php?curid=7317519;162m
7317510;48.5812;7.74936;landmark;Maison au 4 rue Mercière à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317510;http://fr.m.wikipedia.org/w/index.php?curid=7317510;162m
7317508;48.5811;7.74922;landmark;Maison au 2 rue Mercière à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317508;http://fr.m.wikipedia.org/w/index.php?curid=7317508;164m
444587;48.5815;7.7502;landmark;Place de la Cathédrale (Strasbourg);http://fr.wikipedia.org/w/index.php?curid=444587;http://fr.m.wikipedia.org/w/index.php?curid=444587;164m
7317650;48.5832;7.75068;landmark;Maison Saré;http://fr.wikipedia.org/w/index.php?curid=7317650;http://fr.m.wikipedia.org/w/index.php?curid=7317650;165m
1526370;48.582;7.74655;landmark;Grande Île de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=1526370;http://fr.m.wikipedia.org/w/index.php?curid=1526370;166m
6794632;48.5817;7.75056;landmark;Le Mont des Oliviers (cathédrale de Strasbourg);http://fr.wikipedia.org/w/index.php?curid=6794632;http://fr.m.wikipedia.org/w/index.php?curid=6794632;170m
2713920;48.5817;7.75057;landmark;Cathédrale Notre-Dame de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=2713920;http://fr.m.wikipedia.org/w/index.php?curid=2713920;171m
7317675;48.581;7.74827;landmark;Neue Bau;http://fr.wikipedia.org/w/index.php?curid=7317675;http://fr.m.wikipedia.org/w/index.php?curid=7317675;177m
7317447;48.5814;7.74704;landmark;Maison au 16 rue Gutenberg à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317447;http://fr.m.wikipedia.org/w/index.php?curid=7317447;178m
7317595;48.581;7.74777;landmark;Maison au 22 rue des Serruriers à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317595;http://fr.m.wikipedia.org/w/index.php?curid=7317595;185m
5561879;48.581;7.74777;landmark;Maison (22 rue des Serruriers - Strasbourg);http://fr.wikipedia.org/w/index.php?curid=5561879;http://fr.m.wikipedia.org/w/index.php?curid=5561879;185m
6795749;48.5813;7.7505;landmark;Carré d'Or;http://fr.wikipedia.org/w/index.php?curid=6795749;http://fr.m.wikipedia.org/w/index.php?curid=6795749;193m
7317455;48.5813;7.74681;landmark;Maison au 20 rue Gutenberg à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317455;http://fr.m.wikipedia.org/w/index.php?curid=7317455;195m
7317038;48.5826;7.74593;landmark;Ancien cinéma U.T.;http://fr.wikipedia.org/w/index.php?curid=7317038;http://fr.m.wikipedia.org/w/index.php?curid=7317038;199m
7384158;48.5826;7.74593;landmark;Odyssée (Strasbourg);http://fr.wikipedia.org/w/index.php?curid=7384158;http://fr.m.wikipedia.org/w/index.php?curid=7384158;199m
7317457;48.5813;7.74673;landmark;Maison au 22 rue Gutenberg à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317457;http://fr.m.wikipedia.org/w/index.php?curid=7317457;199m
7317177;48.5809;7.74767;landmark;Hôtel de la Tribu des Marchands;http://fr.wikipedia.org/w/index.php?curid=7317177;http://fr.m.wikipedia.org/w/index.php?curid=7317177;201m
43975;48.5833;7.74611;landmark;Place Kléber;http://fr.wikipedia.org/w/index.php?curid=43975;http://fr.m.wikipedia.org/w/index.php?curid=43975;205m
3894962;48.5833;7.74611;city;Centre-ville de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=3894962;http://fr.m.wikipedia.org/w/index.php?curid=3894962;205m
3895453;48.5815;7.74631;landmark;Langstross Grand'Rue;http://fr.wikipedia.org/w/index.php?curid=3895453;http://fr.m.wikipedia.org/w/index.php?curid=3895453;208m
3895500;48.5815;7.74631;landmark;Langstross Grand'Rue;http://fr.wikipedia.org/w/index.php?curid=3895500;http://fr.m.wikipedia.org/w/index.php?curid=3895500;208m
4084506;48.5815;7.74631;landmark;Langstross Grand'Rue;http://fr.wikipedia.org/w/index.php?curid=4084506;http://fr.m.wikipedia.org/w/index.php?curid=4084506;208m
5446343;48.5815;7.74631;landmark;Langstross Grand'Rue;http://fr.wikipedia.org/w/index.php?curid=5446343;http://fr.m.wikipedia.org/w/index.php?curid=5446343;208m
5446328;48.5815;7.74631;landmark;Langstross Grand'Rue;http://fr.wikipedia.org/w/index.php?curid=5446328;http://fr.m.wikipedia.org/w/index.php?curid=5446328;208m
2894;48.5844;7.74861;city;Strasbourg;http://fr.wikipedia.org/w/index.php?curid=2894;http://fr.m.wikipedia.org/w/index.php?curid=2894;209m
3849454;48.5844;7.74861;city;Utilisateur:Theomanou;http://fr.wikipedia.org/w/index.php?curid=3849454;http://fr.m.wikipedia.org/w/index.php?curid=3849454;209m
4528306;48.5844;7.74861;event;Contre-Temps;http://fr.wikipedia.org/w/index.php?curid=4528306;http://fr.m.wikipedia.org/w/index.php?curid=4528306;209m
5629118;48.5844;7.74861;landmark;Stade Émile-Stahl;http://fr.wikipedia.org/w/index.php?curid=5629118;http://fr.m.wikipedia.org/w/index.php?curid=5629118;210m
7317093;48.5808;7.74754;landmark;Hôtel au 20 rue des Serruriers à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317093;http://fr.m.wikipedia.org/w/index.php?curid=7317093;210m
7317527;48.5807;7.74891;landmark;Maison au 2 rue de Poumon à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317527;http://fr.m.wikipedia.org/w/index.php?curid=7317527;211m
7317614;48.5808;7.74957;landmark;Maison au 40 rue du Vieux-Marché-aux-Poissons à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317614;http://fr.m.wikipedia.org/w/index.php?curid=7317614;212m
7180311;48.582;7.7514;;"Cathédrale Notre-Dame; Strasbourg";http://fr.wikipedia.org/w/index.php?curid=7180311;http://fr.m.wikipedia.org/w/index.php?curid=7180311;212m
1790470;48.582;7.75144;;Horloge astronomique de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=1790470;http://fr.m.wikipedia.org/w/index.php?curid=1790470;215m
7317104;48.5806;7.74785;landmark;Hôtel Brackenhoffer;http://fr.wikipedia.org/w/index.php?curid=7317104;http://fr.m.wikipedia.org/w/index.php?curid=7317104;225m
6452294;48.581;7.75072;edu;École impériale du Service de santé militaire de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=6452294;http://fr.m.wikipedia.org/w/index.php?curid=6452294;228m
1591028;48.5811;7.75083;landmark;Cabinet des estampes et des dessins de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=1591028;http://fr.m.wikipedia.org/w/index.php?curid=1591028;229m
7317121;48.5805;7.74801;landmark;Hôtel de l'Épine;http://fr.wikipedia.org/w/index.php?curid=7317121;http://fr.m.wikipedia.org/w/index.php?curid=7317121;229m
7317673;48.5834;7.74577;landmark;Monument du général Kléber;http://fr.wikipedia.org/w/index.php?curid=7317673;http://fr.m.wikipedia.org/w/index.php?curid=7317673;230m
7317609;48.5805;7.74885;landmark;Maison au 23 rue des Tonneliers à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317609;http://fr.m.wikipedia.org/w/index.php?curid=7317609;235m
7317416;48.5805;7.74816;landmark;Maison au 7 rue de l'Épine à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317416;http://fr.m.wikipedia.org/w/index.php?curid=7317416;237m
7317207;48.5847;7.74859;landmark;Immeuble au 1 place Broglie à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317207;http://fr.m.wikipedia.org/w/index.php?curid=7317207;238m
7317397;48.5847;7.74873;landmark;Maison au 2 place Broglie à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317397;http://fr.m.wikipedia.org/w/index.php?curid=7317397;239m
6396589;48.5814;7.75142;landmark;Place du Château (Strasbourg);http://fr.wikipedia.org/w/index.php?curid=6396589;http://fr.m.wikipedia.org/w/index.php?curid=6396589;243m
7317502;48.5808;7.75054;landmark;Maison au 11 rue du Maroquin à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317502;http://fr.m.wikipedia.org/w/index.php?curid=7317502;245m
7317600;48.5804;7.74894;landmark;Maison au 19 rue des Tonneliers à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317600;http://fr.m.wikipedia.org/w/index.php?curid=7317600;246m
5561879;48.5804;7.74894;landmark;Maison (19 rue des Tonneliers - Strasbourg);http://fr.wikipedia.org/w/index.php?curid=5561879;http://fr.m.wikipedia.org/w/index.php?curid=5561879;246m
7287377;48.5829;7.75195;landmark;Bibliothèque du Grand Séminaire de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7287377;http://fr.m.wikipedia.org/w/index.php?curid=7287377;246m
3343910;48.5848;7.74931;landmark;Place Broglie;http://fr.wikipedia.org/w/index.php?curid=3343910;http://fr.m.wikipedia.org/w/index.php?curid=3343910;248m
3379395;48.5848;7.74931;landmark;Place Broglie;http://fr.wikipedia.org/w/index.php?curid=3379395;http://fr.m.wikipedia.org/w/index.php?curid=3379395;248m
4035230;48.5848;7.74931;landmark;Place Broglie;http://fr.wikipedia.org/w/index.php?curid=4035230;http://fr.m.wikipedia.org/w/index.php?curid=4035230;248m
4084506;48.5848;7.74931;landmark;Place Broglie;http://fr.wikipedia.org/w/index.php?curid=4084506;http://fr.m.wikipedia.org/w/index.php?curid=4084506;248m
5446344;48.5848;7.74931;landmark;Place Broglie;http://fr.wikipedia.org/w/index.php?curid=5446344;http://fr.m.wikipedia.org/w/index.php?curid=5446344;248m
5446337;48.5848;7.74931;landmark;Place Broglie;http://fr.wikipedia.org/w/index.php?curid=5446337;http://fr.m.wikipedia.org/w/index.php?curid=5446337;248m
5446333;48.5848;7.74931;landmark;Place Broglie;http://fr.wikipedia.org/w/index.php?curid=5446333;http://fr.m.wikipedia.org/w/index.php?curid=5446333;248m
7317547;48.5813;7.74574;landmark;Maison au 21 rue Sainte-Barbe à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317547;http://fr.m.wikipedia.org/w/index.php?curid=7317547;252m
1040037;48.5847;7.74972;;Place Broglie;http://fr.wikipedia.org/w/index.php?curid=1040037;http://fr.m.wikipedia.org/w/index.php?curid=1040037;253m
7317668;48.5803;7.74823;landmark;Maisons aux 3-5 rue de l'Épine à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317668;http://fr.m.wikipedia.org/w/index.php?curid=7317668;254m
7317271;48.5849;7.74837;landmark;Immeuble au 27 rue de la Nuée-Bleue à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317271;http://fr.m.wikipedia.org/w/index.php?curid=7317271;256m
6491132;48.5849;7.74837;landmark;Immeuble (27 rue de la Nuée Bleue - Strasbourg);http://fr.wikipedia.org/w/index.php?curid=6491132;http://fr.m.wikipedia.org/w/index.php?curid=6491132;256m
7363938;48.5849;7.74837;landmark;Immeuble (27 rue de la Nuée Bleue - Strasbourg);http://fr.wikipedia.org/w/index.php?curid=7363938;http://fr.m.wikipedia.org/w/index.php?curid=7363938;256m
7317082;48.5825;7.75215;landmark;Grand Séminaire de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317082;http://fr.m.wikipedia.org/w/index.php?curid=7317082;258m
1045807;48.5818;7.75199;edu;Lycée Fustel-de-Coulanges;http://fr.wikipedia.org/w/index.php?curid=1045807;http://fr.m.wikipedia.org/w/index.php?curid=1045807;260m
1038518;48.5813;7.75162;;Archidiocèse de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=1038518;http://fr.m.wikipedia.org/w/index.php?curid=1038518;260m
43169;48.5839;7.74567;landmark;Aubette (Strasbourg);http://fr.wikipedia.org/w/index.php?curid=43169;http://fr.m.wikipedia.org/w/index.php?curid=43169;264m
7317483;48.5833;7.75209;landmark;Maison au 11 rue des Juifs à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317483;http://fr.m.wikipedia.org/w/index.php?curid=7317483;267m
7317097;48.5849;7.74815;landmark;Hôtel d'Andlau-Klinglin;http://fr.wikipedia.org/w/index.php?curid=7317097;http://fr.m.wikipedia.org/w/index.php?curid=7317097;268m
444578;48.5809;7.75138;landmark;Musée de l'Œuvre Notre-Dame;http://fr.wikipedia.org/w/index.php?curid=444578;http://fr.m.wikipedia.org/w/index.php?curid=444578;273m
7317149;48.5847;7.7505;landmark;Hôtel de Hanau;http://fr.wikipedia.org/w/index.php?curid=7317149;http://fr.m.wikipedia.org/w/index.php?curid=7317149;279m
2894;48.5848;7.75058;city;Strasbourg;http://fr.wikipedia.org/w/index.php?curid=2894;http://fr.m.wikipedia.org/w/index.php?curid=2894;283m
1267550;48.5848;7.75058;landmark;Siège de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=1267550;http://fr.m.wikipedia.org/w/index.php?curid=1267550;283m
6755047;48.5848;7.75058;city;Unité urbaine de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=6755047;http://fr.m.wikipedia.org/w/index.php?curid=6755047;283m
7317592;48.5804;7.7466;landmark;Maison au 17 rue des Serruriers à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317592;http://fr.m.wikipedia.org/w/index.php?curid=7317592;284m
7317445;48.5812;7.74534;landmark;Maison au 126 Grand-Rue à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317445;http://fr.m.wikipedia.org/w/index.php?curid=7317445;287m
5797395;48.582;7.74483;landmark;Synagogue consistoriale de la rue Sainte-Hélène (Strasbourg 1834-1898);http://fr.wikipedia.org/w/index.php?curid=5797395;http://fr.m.wikipedia.org/w/index.php?curid=5797395;288m
7023931;48.582;7.74483;landmark;"Synagogue consistoriale de la rue Sainte-Hélène; Strasbourg";http://fr.wikipedia.org/w/index.php?curid=7023931;http://fr.m.wikipedia.org/w/index.php?curid=7023931;288m
6863039;48.5834;7.7524;landmark;Rue des Juifs (Strasbourg);http://fr.wikipedia.org/w/index.php?curid=6863039;http://fr.m.wikipedia.org/w/index.php?curid=6863039;291m
7317157;48.5835;7.75237;landmark;Hôtel des Joham de Mundolsheim;http://fr.wikipedia.org/w/index.php?curid=7317157;http://fr.m.wikipedia.org/w/index.php?curid=7317157;293m
7317301;48.583;7.75259;landmark;Immeubles aux 2-4 impasse de la Bière à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317301;http://fr.m.wikipedia.org/w/index.php?curid=7317301;294m
7317497;48.5805;7.75123;landmark;Maison au 8 place du Marché-aux-Cochons-de-Lait à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317497;http://fr.m.wikipedia.org/w/index.php?curid=7317497;300m
7317598;48.5799;7.74949;landmark;Maison au 10 rue des Tonneliers à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317598;http://fr.m.wikipedia.org/w/index.php?curid=7317598;301m
5561879;48.5799;7.74949;landmark;Maison (10 rue des Tonneliers - Strasbourg);http://fr.wikipedia.org/w/index.php?curid=5561879;http://fr.m.wikipedia.org/w/index.php?curid=5561879;301m
444567;48.581;7.752;landmark;Palais Rohan (Strasbourg);http://fr.wikipedia.org/w/index.php?curid=444567;http://fr.m.wikipedia.org/w/index.php?curid=444567;302m
7317494;48.5803;7.75105;landmark;Maison au 1 place du Marché-aux-Cochons-de-Lait à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317494;http://fr.m.wikipedia.org/w/index.php?curid=7317494;305m
5700960;48.5811;7.75222;;"Borne milliaire d'Offenburg; réplique au musée archéologique de Strasbourg";http://fr.wikipedia.org/w/index.php?curid=5700960;http://fr.m.wikipedia.org/w/index.php?curid=5700960;309m
1598382;48.5811;7.75222;landmark;Musée des arts décoratifs de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=1598382;http://fr.m.wikipedia.org/w/index.php?curid=1598382;309m
3578634;48.5811;7.75222;landmark;Musée des beaux-arts de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=3578634;http://fr.m.wikipedia.org/w/index.php?curid=3578634;309m
3578602;48.5811;7.75222;landmark;Musée archéologique de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=3578602;http://fr.m.wikipedia.org/w/index.php?curid=3578602;309m
7317423;48.5801;7.7506;landmark;Maison au 3 place de la Grande-Boucherie à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317423;http://fr.m.wikipedia.org/w/index.php?curid=7317423;310m
7317287;48.5822;7.74434;landmark;Immeuble au 9 rue Sainte-Hélène à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317287;http://fr.m.wikipedia.org/w/index.php?curid=7317287;319m
7317209;48.5798;7.74983;landmark;Immeuble au 19 rue de la Douane à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317209;http://fr.m.wikipedia.org/w/index.php?curid=7317209;322m
7317443;48.5814;7.74461;landmark;Maison au 101 Grand-Rue à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317443;http://fr.m.wikipedia.org/w/index.php?curid=7317443;323m
7317190;48.5812;7.74473;landmark;Hôtel des Zorn de Bulach;http://fr.wikipedia.org/w/index.php?curid=7317190;http://fr.m.wikipedia.org/w/index.php?curid=7317190;325m
5186168;48.5825;7.75306;landmark;Place du Marché Gayot;http://fr.wikipedia.org/w/index.php?curid=5186168;http://fr.m.wikipedia.org/w/index.php?curid=5186168;325m
7317534;48.5814;7.75275;landmark;Maison au 2 rue de la Râpe à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317534;http://fr.m.wikipedia.org/w/index.php?curid=7317534;327m
7317500;48.5805;7.75187;landmark;Maison au 2 place du Marché-aux-Poissons à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317500;http://fr.m.wikipedia.org/w/index.php?curid=7317500;327m
7317318;48.5797;7.74742;landmark;Maison au 7 rue de l'Ail à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317318;http://fr.m.wikipedia.org/w/index.php?curid=7317318;331m
7321083;48.5838;7.75275;landmark;Bain rituel juif de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7321083;http://fr.m.wikipedia.org/w/index.php?curid=7321083;332m
6491132;48.5838;7.75275;landmark;Bain rituel juif présumé (20 rue des Charpentiers - Strasbourg);http://fr.wikipedia.org/w/index.php?curid=6491132;http://fr.m.wikipedia.org/w/index.php?curid=6491132;332m
6525796;48.5838;7.75275;landmark;Bain rituel juif présumé;http://fr.wikipedia.org/w/index.php?curid=6525796;http://fr.m.wikipedia.org/w/index.php?curid=6525796;332m
7363938;48.5838;7.75275;landmark;Bain rituel juif présumé (20 rue des Charpentiers - Strasbourg);http://fr.wikipedia.org/w/index.php?curid=7363938;http://fr.m.wikipedia.org/w/index.php?curid=7363938;332m
7023931;48.5838;7.75275;landmark;Bain rituel juif présumé (20 rue des Charpentiers - Strasbourg);http://fr.wikipedia.org/w/index.php?curid=7023931;http://fr.m.wikipedia.org/w/index.php?curid=7023931;332m
7317116;48.5841;7.75258;landmark;Hôtel de Dartein;http://fr.wikipedia.org/w/index.php?curid=7317116;http://fr.m.wikipedia.org/w/index.php?curid=7317116;334m
1598564;48.5799;7.7508;landmark;Musée historique de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=1598564;http://fr.m.wikipedia.org/w/index.php?curid=1598564;338m
7317095;48.5821;7.75321;landmark;Hôtel d'Andlau (Strasbourg);http://fr.wikipedia.org/w/index.php?curid=7317095;http://fr.m.wikipedia.org/w/index.php?curid=7317095;339m
6101673;48.5842;7.74472;landmark;Place de l'Homme-de-Fer;http://fr.wikipedia.org/w/index.php?curid=6101673;http://fr.m.wikipedia.org/w/index.php?curid=6101673;339m
881961;48.5843;7.74472;railwaystation;Homme de Fer (tramway de Strasbourg);http://fr.wikipedia.org/w/index.php?curid=881961;http://fr.m.wikipedia.org/w/index.php?curid=881961;346m
3343910;48.5843;7.74472;landmark;Homme de Fer;http://fr.wikipedia.org/w/index.php?curid=3343910;http://fr.m.wikipedia.org/w/index.php?curid=3343910;346m
3379395;48.5843;7.74472;landmark;Homme de Fer;http://fr.wikipedia.org/w/index.php?curid=3379395;http://fr.m.wikipedia.org/w/index.php?curid=3379395;346m
3895453;48.5843;7.74472;landmark;Homme de Fer;http://fr.wikipedia.org/w/index.php?curid=3895453;http://fr.m.wikipedia.org/w/index.php?curid=3895453;346m
3895500;48.5843;7.74472;landmark;Homme de Fer;http://fr.wikipedia.org/w/index.php?curid=3895500;http://fr.m.wikipedia.org/w/index.php?curid=3895500;346m
4035230;48.5843;7.74472;landmark;Homme de Fer;http://fr.wikipedia.org/w/index.php?curid=4035230;http://fr.m.wikipedia.org/w/index.php?curid=4035230;346m
4084506;48.5843;7.74472;landmark;Homme de Fer;http://fr.wikipedia.org/w/index.php?curid=4084506;http://fr.m.wikipedia.org/w/index.php?curid=4084506;346m
5446344;48.5843;7.74472;landmark;Homme de Fer;http://fr.wikipedia.org/w/index.php?curid=5446344;http://fr.m.wikipedia.org/w/index.php?curid=5446344;346m
5446343;48.5843;7.74472;landmark;Homme de Fer;http://fr.wikipedia.org/w/index.php?curid=5446343;http://fr.m.wikipedia.org/w/index.php?curid=5446343;346m
5446337;48.5843;7.74472;landmark;Homme de Fer;http://fr.wikipedia.org/w/index.php?curid=5446337;http://fr.m.wikipedia.org/w/index.php?curid=5446337;346m
5446328;48.5843;7.74472;landmark;Homme de Fer;http://fr.wikipedia.org/w/index.php?curid=5446328;http://fr.m.wikipedia.org/w/index.php?curid=5446328;346m
5446333;48.5843;7.74472;landmark;Homme de Fer;http://fr.wikipedia.org/w/index.php?curid=5446333;http://fr.m.wikipedia.org/w/index.php?curid=5446333;346m
7317084;48.5802;7.75176;landmark;Hôtel au 4 place du Marché-aux-Poissons à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317084;http://fr.m.wikipedia.org/w/index.php?curid=7317084;347m
5561879;48.5802;7.75176;landmark;Hôtel (4 place du Marché aux Poissons - Strasbourg);http://fr.wikipedia.org/w/index.php?curid=5561879;http://fr.m.wikipedia.org/w/index.php?curid=5561879;347m
7317433;48.5816;7.74413;landmark;Maison au 89 Grand-Rue à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317433;http://fr.m.wikipedia.org/w/index.php?curid=7317433;349m
7317316;48.5797;7.74679;landmark;Maison au 3 rue de l'Ail à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317316;http://fr.m.wikipedia.org/w/index.php?curid=7317316;350m
1866948;48.5795;7.74969;landmark;Ancienne douane de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=1866948;http://fr.m.wikipedia.org/w/index.php?curid=1866948;352m
7317662;48.5817;7.75329;landmark;Maison Williame;http://fr.wikipedia.org/w/index.php?curid=7317662;http://fr.m.wikipedia.org/w/index.php?curid=7317662;356m
7317645;48.5793;7.74857;landmark;Maison Lauth;http://fr.wikipedia.org/w/index.php?curid=7317645;http://fr.m.wikipedia.org/w/index.php?curid=7317645;365m
7317170;48.584;7.7531;landmark;Hôtel de Saxe;http://fr.wikipedia.org/w/index.php?curid=7317170;http://fr.m.wikipedia.org/w/index.php?curid=7317170;365m
7317321;48.5794;7.74706;landmark;Maison au 12 rue de l'Ail à Strasbourg;http://fr.wikipedia.org/w/index.php?curid=7317321;http://fr.m.wikipedia.org/w/index.php?curid=7317321;372m
6491132;48.5794;7.74706;landmark;Maison (12 rue de l'Ail - Strasbourg);http://fr.wikipedia.org/w/index.php?curid=6491132;http://fr.m.wikipedia.org/w/index.php?curid=6491132;372m
7363938;48.5794;7.74706;landmark;Maison (12 rue de l'Ail - Strasbourg);http://fr.wikipedia.org/w/index.php?curid=7363938;http://fr.m.wikipedia.org/w/index.php?curid=7363938;372m
1649160;48.5856;7.74639;landmark;Église protestante Saint-Pierre-le-Jeune de Strasbourg;http://fr.wikipedia.org/w/index.php?curid=1649160;http://fr.m.wikipedia.org/w/index.php?curid=1649160;372m
